date,region_id,avg_5min_demand,daily_peak,daily_min,total_daily_energy_mwh
2025-03-02,NSW1,7493.059791666667,9327.7,6213.09,539500.3049999999
2025-03-02,QLD1,6222.057708333334,8657.8,4556.83,447988.155
2025-03-02,SA1,1104.6613888888887,1599.6,303.95,79535.62
2025-03-02,TAS1,1011.075173611111,1170.01,895.24,72797.41249999999
2025-03-02,VIC1,3960.586909722222,5244.11,2679.09,285162.25749999995
2025-03-03,NSW1,7642.164791666666,9011.1,6447.69,550235.865
2025-03-03,QLD1,6941.581354166667,8878.44,5898.82,499793.8575
2025-03-03,SA1,1170.2402430555555,1726.67,301.63,84257.29749999999
2025-03-03,TAS1,1057.3098263888887,1225.89,884.17,76126.3075
2025-03-03,VIC1,4114.300972222222,5863.43,2458.03,296229.67
2025-03-04,NSW1,7387.577013888889,9037.53,6152.37,531905.5449999999
2025-03-04,QLD1,6906.357638888889,8965.03,5732.45,497257.75
2025-03-04,SA1,1300.607638888889,2041.25,496.32,93643.75
2025-03-04,TAS1,1055.4743055555557,1243.82,904.65,75994.15
2025-03-04,VIC1,4808.538020833334,7527.9,2878.59,346214.7375
2025-03-05,NSW1,7377.314166666667,9209.22,5920.13,531166.62
2025-03-05,QLD1,6918.772361111111,8554.63,5624.17,498151.61
2025-03-05,SA1,1357.4777777777779,1975.78,667.47,97738.4
2025-03-05,TAS1,1023.7281597222222,1211.63,880.17,73708.42749999999
2025-03-05,VIC1,5248.108611111111,7241.1,4166.95,377863.81999999995
2025-03-06,NSW1,7558.18625,9279.16,6449.69,544189.4099999999
2025-03-06,QLD1,6552.286597222223,8168.08,5473.37,471764.635
2025-03-06,SA1,1269.8282291666667,1777.92,340.23,91427.6325
2025-03-06,TAS1,1090.308125,1255.92,973.86,78502.185
2025-03-06,VIC1,4837.513194444445,6171.82,3702.54,348300.94999999995
2025-03-07,NSW1,7478.372361111111,8737.17,6270.65,538442.8099999999
2025-03-07,QLD1,6467.2746875,8052.1,5665.82,465643.77749999997
2025-03-07,SA1,1474.6169097222223,2253.46,707.21,106172.4175
2025-03-07,TAS1,1081.5330555555556,1263.15,871.59,77870.38
2025-03-07,VIC1,4848.2977083333335,7098.73,3423.19,349077.435
2025-03-08,NSW1,7045.034791666666,8469.14,6060.82,507242.50499999995
2025-03-08,QLD1,6173.265243055555,7502.89,5534.75,444475.0975
2025-03-08,SA1,1561.2054861111112,2282.99,922.84,112406.795
2025-03-08,TAS1,1007.1264236111111,1130.47,849.57,72513.1025
2025-03-08,VIC1,4680.521874999999,7120.17,2875.55,336997.57499999995
2025-03-09,NSW1,7195.218194444444,9161.38,5687.44,518055.70999999996
2025-03-09,QLD1,6345.939236111111,7676.54,5515.94,456907.625
2025-03-09,SA1,1585.6988194444446,2573.92,928.84,114170.315
2025-03-09,TAS1,1016.6535763888888,1247.03,919.81,73199.0575
2025-03-09,VIC1,4977.054305555555,7968.8,3211.27,358347.91
2025-03-10,NSW1,7937.8665972222225,9240.69,6322.82,571526.395
2025-03-10,QLD1,6809.4146527777775,8085.23,5676.65,490277.855
2025-03-10,SA1,1768.1334027777777,2698.16,1231.16,127305.605
2025-03-10,TAS1,1071.4755555555555,1273.82,942.52,77146.23999999999
2025-03-10,VIC1,5527.915590277778,8508.96,4101.38,398009.9225
2025-03-11,NSW1,7845.029062500001,9205.44,6482.82,564842.0925
2025-03-11,QLD1,6600.166076388889,8265.05,5699.93,475211.9575
2025-03-11,SA1,1727.7206250000002,2129.81,1322.73,124395.88500000001
2025-03-11,TAS1,966.4259375,1144.66,853.78,69582.6675
2025-03-11,VIC1,6041.213229166668,8476.01,4446.71,434967.35250000004
2025-03-12,NSW1,7697.514618055556,9480.95,6480.31,554221.0525
2025-03-12,QLD1,6610.753715277778,8381.46,5618.58,475974.26749999996
2025-03-12,SA1,1589.5499305555554,2362.88,1030.28,114447.59499999999
2025-03-12,TAS1,1011.7227430555555,1138.82,861.52,72844.03749999999
2025-03-12,VIC1,5935.233472222222,7926.43,4549.92,427336.80999999994
2025-03-13,NSW1,7932.511458333333,11107.8,6038.69,571140.825
2025-03-13,QLD1,6549.833541666666,8654.74,5138.75,471588.01499999996
2025-03-13,SA1,1393.6450694444445,2205.53,605.4,100342.445
2025-03-13,TAS1,1051.417673611111,1234.78,877.6,75702.0725
2025-03-13,VIC1,5198.970625,6635.58,3759.8,374325.885
2025-03-14,NSW1,8649.541458333333,12246.45,6779.8,622766.985
2025-03-14,QLD1,6513.083506944445,8167.63,5175.34,468942.0125
2025-03-14,SA1,1610.7150694444445,2496.27,962.48,115971.485
2025-03-14,TAS1,1032.317326388889,1213.94,865.87,74326.8475
2025-03-14,VIC1,5033.607777777778,6592.38,3574.85,362419.76
2025-03-15,NSW1,8554.11125,12152.1,6474.38,615896.01
2025-03-15,QLD1,6177.307673611112,7962.47,4661.0,444766.15249999997
2025-03-15,SA1,1908.1950347222223,2835.64,1413.89,137390.04249999998
2025-03-15,TAS1,1056.6794791666666,1296.61,902.52,76080.92249999999
2025-03-15,VIC1,5430.774444444444,7462.28,4119.57,391015.76
2025-03-16,NSW1,8689.02826388889,12157.6,6802.88,625610.0349999999
2025-03-16,QLD1,6136.5296875,8295.56,4631.68,441830.1375
2025-03-16,SA1,1380.1740277777778,1908.89,676.7,99372.53
2025-03-16,TAS1,969.3084375,1140.73,828.54,69790.20749999999
2025-03-16,VIC1,4575.047430555555,5197.84,3953.62,329403.415
2025-03-17,NSW1,6823.75125,8605.51,4537.33,491310.08999999997
2025-03-17,QLD1,6734.6634375,8809.8,5311.64,484895.76749999996
2025-03-17,SA1,1138.4598958333333,1622.59,279.21,81969.11249999999
2025-03-17,TAS1,1052.1505555555555,1293.01,914.73,75754.84
2025-03-17,VIC1,4415.1296180555555,5698.05,3131.77,317889.33249999996
2025-03-18,NSW1,6961.197430555556,8706.39,5416.41,501206.21499999997
2025-03-18,QLD1,6737.357673611112,8092.33,5854.51,485089.7525
